trade_date,ticker,cumulative_return
2022-06-16,AAPL,-0.283457
2022-06-17,AAPL,-0.275193
2022-06-21,AAPL,-0.251448
2022-06-22,AAPL,-0.254313
2022-06-23,AAPL,-0.238225
2022-06-24,AAPL,-0.219549
2022-06-27,AAPL,-0.219549
2022-06-28,AAPL,-0.242799
2022-06-29,AAPL,-0.232937
2022-06-30,AAPL,-0.246765
2022-07-01,AAPL,-0.234589
2022-07-05,AAPL,-0.220099
2022-07-06,AAPL,-0.212607
2022-07-07,AAPL,-0.193709
2022-07-08,AAPL,-0.189909
2022-07-11,AAPL,-0.201864
2022-07-12,AAPL,-0.19641
2022-07-13,AAPL,-0.198447
2022-07-14,AAPL,-0.18203
2022-07-15,AAPL,-0.172664
2022-07-18,AAPL,-0.189743
2022-07-19,AAPL,-0.168091
2022-07-20,AAPL,-0.156852
2022-07-21,AAPL,-0.144125
2022-07-22,AAPL,-0.151067
2022-07-25,AAPL,-0.157347
2022-07-26,AAPL,-0.164785
2022-07-27,AAPL,-0.136192
2022-07-28,AAPL,-0.133106
2022-07-29,AAPL,-0.104678
2022-08-01,AAPL,-0.110187
2022-08-02,AAPL,-0.118452
2022-08-03,AAPL,-0.084734
2022-08-04,AAPL,-0.086497
2022-08-05,AAPL,-0.087765
2022-08-08,AAPL,-0.090413
2022-08-09,AAPL,-0.090137
2022-08-10,AAPL,-0.066304
2022-08-11,AAPL,-0.070441
2022-08-12,AAPL,-0.050525
2022-08-15,AAPL,-0.044512
2022-08-16,AAPL,-0.045395
2022-08-17,AAPL,-0.037009
2022-08-18,AAPL,-0.039216
2022-08-19,AAPL,-0.053726
2022-08-22,AAPL,-0.075517
2022-08-23,AAPL,-0.077393
2022-08-24,AAPL,-0.075738
2022-08-25,AAPL,-0.061945
2022-08-26,AAPL,-0.097309
2022-08-29,AAPL,-0.109667
2022-08-30,AAPL,-0.123294
2022-08-31,AAPL,-0.132618
2022-09-01,AAPL,-0.128535
2022-09-02,AAPL,-0.140397
2022-09-06,AAPL,-0.147458
2022-09-07,AAPL,-0.139569
2022-09-08,AAPL,-0.147845
2022-09-09,AAPL,-0.13179
2022-09-12,AAPL,-0.098357
2022-09-13,AAPL,-0.151265
2022-09-14,AAPL,-0.143155
2022-09-15,AAPL,-0.159375
2022-09-16,AAPL,-0.168588
2022-09-19,AAPL,-0.147735
2022-09-20,AAPL,-0.134383
2022-09-21,AAPL,-0.151927
2022-09-22,AAPL,-0.157335
2022-09-23,AAPL,-0.170078
2022-09-26,AAPL,-0.168203
2022-09-27,AAPL,-0.162741
2022-09-28,AAPL,-0.173333
2022-09-29,AAPL,-0.213938
2022-09-30,AAPL,-0.237551
2022-10-03,AAPL,-0.214104
2022-10-04,AAPL,-0.193967
2022-10-05,AAPL,-0.192311
2022-10-06,AAPL,-0.197663
2022-10-07,AAPL,-0.227124
2022-10-10,AAPL,-0.225303
2022-10-11,AAPL,-0.233248
2022-10-12,AAPL,-0.236779
2022-10-13,AAPL,-0.211125
2022-10-14,AAPL,-0.236558
2022-10-17,AAPL,-0.214324
2022-10-18,AAPL,-0.206931
2022-10-19,AAPL,-0.206324
2022-10-20,AAPL,-0.208917
2022-10-21,AAPL,-0.187511
2022-10-24,AAPL,-0.175485
2022-10-25,AAPL,-0.15954
2022-10-26,AAPL,-0.176036
2022-10-27,AAPL,-0.201139
2022-10-28,AAPL,-0.140783
2022-10-31,AAPL,-0.154024
2022-11-01,AAPL,-0.168865
2022-11-02,AAPL,-0.19987
2022-11-03,AAPL,-0.2338
2022-11-04,AAPL,-0.235292
2022-11-07,AAPL,-0.232308
2022-11-08,AAPL,-0.229103
2022-11-09,AAPL,-0.254689
2022-11-10,AAPL,-0.188375
2022-11-11,AAPL,-0.172736
2022-11-14,AAPL,-0.180584
2022-11-15,AAPL,-0.170858
2022-11-16,AAPL,-0.177766
2022-11-17,AAPL,-0.1671
2022-11-18,AAPL,-0.16395
2022-11-21,AAPL,-0.182075
2022-11-22,AAPL,-0.170084
2022-11-23,AAPL,-0.165165
2022-11-25,AAPL,-0.181522
2022-11-28,AAPL,-0.203019
2022-11-29,AAPL,-0.219874
2022-11-30,AAPL,-0.181965
2022-12-01,AAPL,-0.180418
2022-12-02,AAPL,-0.183181
2022-12-05,AAPL,-0.189701
2022-12-06,AAPL,-0.210259
2022-12-07,AAPL,-0.221146
2022-12-08,AAPL,-0.211696
2022-12-09,AAPL,-0.214404
2022-12-12,AAPL,-0.201528
2022-12-13,AAPL,-0.196112
2022-12-14,AAPL,-0.208601
2022-12-15,AAPL,-0.245681
2022-12-16,AAPL,-0.256679
2022-12-19,AAPL,-0.268504
2022-12-20,AAPL,-0.268891
2022-12-21,AAPL,-0.251483
2022-12-22,AAPL,-0.269278
2022-12-23,AAPL,-0.271322
2022-12-27,AAPL,-0.281436
2022-12-28,AAPL,-0.303485
2022-12-29,AAPL,-0.283756
2022-12-30,AAPL,-0.281988
2023-01-03,AAPL,-0.308845
2023-01-04,AAPL,-0.301716
2023-01-05,AAPL,-0.309121
2023-01-06,AAPL,-0.283701
2023-01-09,AAPL,-0.280772
2023-01-10,AAPL,-0.277566
2023-01-11,AAPL,-0.262314
2023-01-12,AAPL,-0.262756
2023-01-13,AAPL,-0.255296
2023-01-17,AAPL,-0.248775
2023-01-18,AAPL,-0.252809
2023-01-19,AAPL,-0.252477
2023-01-20,AAPL,-0.23811
2023-01-23,AAPL,-0.220204
2023-01-24,AAPL,-0.212357
2023-01-25,AAPL,-0.21606
2023-01-26,AAPL,-0.204455
2023-01-27,AAPL,-0.193568
2023-01-30,AAPL,-0.20976
2023-01-31,AAPL,-0.202631
2023-02-01,AAPL,-0.196331
2023-02-02,AAPL,-0.166545
2023-02-03,AAPL,-0.146209
2023-02-06,AAPL,-0.161517
2023-02-07,AAPL,-0.14538
2023-02-08,AAPL,-0.160467
2023-02-09,AAPL,-0.166269
2023-02-10,AAPL,-0.164221
2023-02-13,AAPL,-0.148503
2023-02-14,AAPL,-0.1521
2023-02-15,AAPL,-0.140312
2023-02-16,AAPL,-0.149278
2023-02-17,AAPL,-0.155697
2023-02-21,AAPL,-0.178223
2023-02-22,AAPL,-0.175843
2023-02-23,AAPL,-0.173131
2023-02-24,AAPL,-0.188019
2023-02-27,AAPL,-0.181322
2023-02-28,AAPL,-0.184145
2023-03-01,AAPL,-0.195768
2023-03-02,AAPL,-0.192446
2023-03-03,AAPL,-0.164109
2023-03-06,AAPL,-0.148612
2023-03-07,AAPL,-0.160954
2023-03-08,AAPL,-0.153925
2023-03-09,AAPL,-0.166544
2023-03-10,AAPL,-0.178111
2023-03-13,AAPL,-0.167208
2023-03-14,AAPL,-0.155474
2023-03-15,AAPL,-0.153261
2023-03-16,AAPL,-0.137432
2023-03-17,AAPL,-0.142136
2023-03-20,AAPL,-0.128853
2023-03-21,AAPL,-0.118448
2023-03-22,AAPL,-0.126473
2023-03-23,AAPL,-0.120385
2023-03-24,AAPL,-0.113079
2023-03-27,AAPL,-0.123982
2023-03-28,AAPL,-0.127469
2023-03-29,AAPL,-0.110201
2023-03-30,AAPL,-0.1014
2023-03-31,AAPL,-0.087343
2023-04-03,AAPL,-0.080314
2023-04-04,AAPL,-0.083302
2023-04-05,AAPL,-0.093652
2023-04-06,AAPL,-0.088671
2023-04-10,AAPL,-0.103226
2023-04-11,AAPL,-0.110035
2023-04-12,AAPL,-0.113909
2023-04-13,AAPL,-0.083689
2023-04-14,AAPL,-0.085627
2023-04-17,AAPL,-0.085516
2023-04-18,AAPL,-0.078653
2023-04-19,AAPL,-0.072233
2023-04-20,AAPL,-0.077656
2023-04-21,AAPL,-0.086678
2023-04-24,AAPL,-0.084963
2023-04-25,AAPL,-0.093597
2023-04-26,AAPL,-0.093652
2023-04-27,AAPL,-0.067917
2023-04-28,AAPL,-0.060888
2023-05-01,AAPL,-0.061385
2023-05-02,AAPL,-0.067196
2023-05-03,AAPL,-0.07323
2023-05-04,AAPL,-0.082417
2023-05-05,AAPL,-0.039357
2023-05-08,AAPL,-0.039745
2023-05-09,AAPL,-0.049319
2023-05-10,AAPL,-0.039412
2023-05-11,AAPL,-0.03836
2023-05-12,AAPL,-0.04357
2023-05-15,AAPL,-0.046341
2023-05-16,AAPL,-0.046341
2023-05-17,AAPL,-0.042905
2023-05-18,AAPL,-0.029826
2023-05-19,AAPL,-0.029215
2023-05-22,AAPL,-0.034536
2023-05-23,AAPL,-0.049168
2023-05-24,AAPL,-0.047616
2023-05-25,AAPL,-0.041243
2023-05-26,AAPL,-0.027719
2023-05-30,AAPL,-0.017355
2023-05-31,AAPL,-0.017632
2023-06-01,AAPL,-0.001893
2023-06-02,AAPL,0.002873
2023-06-05,AAPL,-0.004719
2023-06-06,AAPL,-0.00677
2023-06-07,AAPL,-0.014474
2023-06-08,AAPL,0.000767
2023-06-09,AAPL,0.002929
2023-06-12,AAPL,0.018613
2023-06-13,AAPL,0.015953
2023-06-14,AAPL,0.0195
2023-06-15,AAPL,0.030917
2023-06-16,AAPL,0.024876
2023-06-20,AAPL,0.025375
2023-06-21,AAPL,0.019555
2023-06-22,AAPL,0.036404
2023-06-23,AAPL,0.034631
2023-06-26,AAPL,0.026816
2023-06-27,AAPL,0.042279
2023-06-28,AAPL,0.048875
2023-06-29,AAPL,0.050759
2023-06-30,AAPL,0.075034
2023-07-03,AAPL,0.066665
2023-07-05,AAPL,0.060402
2023-07-06,AAPL,0.063063
2023-07-07,AAPL,0.0568
2023-07-10,AAPL,0.045328
2023-07-11,AAPL,0.04239
2023-07-12,AAPL,0.051757
2023-07-13,AAPL,0.056024
2023-07-14,AAPL,0.056855
2023-07-17,AAPL,0.075145
2023-07-18,AAPL,0.073704
2023-07-19,AAPL,0.081297
2023-07-20,AAPL,0.070378
2023-07-21,AAPL,0.063783
2023-07-24,AAPL,0.068273
2023-07-25,AAPL,0.073094
2023-07-26,AAPL,0.077971
2023-07-27,AAPL,0.070877
2023-07-28,AAPL,0.085342
2023-07-31,AAPL,0.088778
2023-08-01,AAPL,0.084123
2023-08-02,AAPL,0.06733
2023-08-03,AAPL,0.059515
2023-08-04,AAPL,0.008637
2023-08-07,AAPL,-0.008766
2023-08-08,AAPL,-0.003501
2023-08-09,AAPL,-0.012424
2023-08-10,AAPL,-0.013643
2023-08-11,AAPL,-0.01331
2023-08-14,AAPL,-0.004042
2023-08-15,AAPL,-0.015198
2023-08-16,AAPL,-0.020081
2023-08-17,AAPL,-0.034345
2023-08-18,AAPL,-0.031625
2023-08-21,AAPL,-0.024133
2023-08-22,AAPL,-0.016419
2023-08-23,AAPL,0.00517
2023-08-24,AAPL,-0.021136
2023-08-25,AAPL,-0.00876
2023-08-28,AAPL,9e-06
2023-08-29,AAPL,0.021819
2023-08-30,AAPL,0.041409
2023-08-31,AAPL,0.04263
2023-09-01,AAPL,0.051453
2023-09-05,AAPL,0.052786
2023-09-06,AAPL,0.015103
2023-09-07,AAPL,-0.014587
2023-09-08,AAPL,-0.011146
2023-09-11,AAPL,-0.004598
2023-09-12,AAPL,-0.02158
2023-09-13,AAPL,-0.033179
2023-09-14,AAPL,-0.024687
2023-09-15,AAPL,-0.028739
2023-09-18,AAPL,-0.012312
2023-09-19,AAPL,-0.006207
2023-09-20,AAPL,-0.026075
2023-09-21,AAPL,-0.034733
2023-09-22,AAPL,-0.029961
2023-09-25,AAPL,-0.022801
2023-09-26,AAPL,-0.045666
2023-09-27,AAPL,-0.054157
2023-09-28,AAPL,-0.052714
2023-09-29,AAPL,-0.049827
2023-10-02,AAPL,-0.035732
2023-10-03,AAPL,-0.043224
2023-10-04,AAPL,-0.036231
2023-10-05,AAPL,-0.029294
2023-10-06,AAPL,-0.014976
2023-10-09,AAPL,-0.006651
2023-10-10,AAPL,-0.009981
2023-10-11,AAPL,-0.002156
2023-10-12,AAPL,0.002894
2023-10-13,AAPL,-0.007429
2023-10-16,AAPL,-0.00815
2023-10-17,AAPL,-0.016864
2023-10-18,AAPL,-0.024134
2023-10-19,AAPL,-0.026243
2023-10-20,AAPL,-0.040561
2023-10-23,AAPL,-0.039895
2023-10-24,AAPL,-0.037453
2023-10-25,AAPL,-0.05044
2023-10-26,AAPL,-0.073804
2023-10-27,AAPL,-0.066423
2023-10-30,AAPL,-0.054936
2023-10-31,AAPL,-0.052272
2023-11-01,AAPL,-0.034513
2023-11-02,AAPL,-0.014534
2023-11-03,AAPL,-0.01964
2023-11-06,AAPL,-0.005322
2023-11-07,AAPL,0.009052
2023-11-08,AAPL,0.01499
2023-11-09,AAPL,0.012326
2023-11-10,AAPL,0.035833
2023-11-13,AAPL,0.026941
2023-11-14,AAPL,0.041612
2023-11-15,AAPL,0.044779
2023-11-16,AAPL,0.054226
2023-11-17,AAPL,0.054116
2023-11-20,AAPL,0.063896
2023-11-21,AAPL,0.059394
2023-11-22,AAPL,0.063117
2023-11-24,AAPL,0.055671
2023-11-27,AAPL,0.054671
2023-11-28,AAPL,0.058061
2023-11-29,AAPL,0.052337
2023-11-30,AAPL,0.05556
2023-12-01,AAPL,0.062729
2023-12-04,AAPL,0.05267
2023-12-05,AAPL,0.074842
2023-12-06,AAPL,0.06873
2023-12-07,AAPL,0.079566
2023-12-08,AAPL,0.087568
2023-12-11,AAPL,0.073509
2023-12-12,AAPL,0.082011
2023-12-13,AAPL,0.100071
2023-12-14,AAPL,0.100905
2023-12-15,AAPL,0.097904
2023-12-18,AAPL,0.088568
2023-12-19,AAPL,0.094402
2023-12-20,AAPL,0.082677
2023-12-21,AAPL,0.081843
2023-12-22,AAPL,0.075842
2023-12-26,AAPL,0.072786
2023-12-27,AAPL,0.073341
2023-12-28,AAPL,0.075731
2023-12-29,AAPL,0.069896
2024-01-02,AAPL,0.031608
2024-01-03,AAPL,0.023883
2024-01-04,AAPL,0.01088
2024-01-05,AAPL,0.006823
2024-01-08,AAPL,0.031162
2024-01-09,AAPL,0.028828
2024-01-10,AAPL,0.034663
2024-01-11,AAPL,0.031328
2024-01-12,AAPL,0.033162
2024-01-16,AAPL,0.020436
2024-01-17,AAPL,0.015158
2024-01-18,AAPL,0.048221
2024-01-19,AAPL,0.064503
2024-01-22,AAPL,0.077452
2024-01-23,AAPL,0.08462
2024-01-24,AAPL,0.080841
2024-01-25,AAPL,0.079007
2024-01-26,AAPL,0.069282
2024-01-29,AAPL,0.065448
2024-01-30,AAPL,0.044942
2024-01-31,AAPL,0.024714
2024-02-01,AAPL,0.038385
2024-02-02,AAPL,0.032771
2024-02-05,AAPL,0.042941
2024-02-06,AAPL,0.051944
2024-02-07,AAPL,0.052555
2024-02-08,AAPL,0.046497
2024-02-09,AAPL,0.050782
2024-02-12,AAPL,0.041323
2024-02-13,AAPL,0.029583
2024-02-14,AAPL,0.02463
2024-02-15,AAPL,0.023017
2024-02-16,AAPL,0.014393
2024-02-20,AAPL,0.010219
2024-02-21,AAPL,0.014448
2024-02-22,AAPL,0.025855
2024-02-23,AAPL,0.015561
2024-02-26,AAPL,0.007993
2024-02-27,AAPL,0.016173
2024-02-28,AAPL,0.009441
2024-02-29,AAPL,0.005713
2024-03-01,AAPL,-0.000352
2024-03-04,AAPL,-0.025724
2024-03-05,AAPL,-0.053434
2024-03-06,AAPL,-0.058998
2024-03-07,AAPL,-0.059666
2024-03-08,AAPL,-0.05004
2024-03-11,AAPL,-0.0388
2024-03-12,AAPL,-0.036129
2024-03-13,AAPL,-0.047814
2024-03-14,AAPL,-0.037409
2024-03-15,AAPL,-0.039523
2024-03-18,AAPL,-0.033403
2024-03-19,AAPL,-0.020271
2024-03-20,AAPL,-0.005861
2024-03-21,AAPL,-0.046479
2024-03-22,AAPL,-0.041415
2024-03-25,AAPL,-0.049372
2024-03-26,AAPL,-0.055715
2024-03-27,AAPL,-0.035685
2024-03-28,AAPL,-0.045867
2024-04-01,AAPL,-0.053935
2024-04-02,AAPL,-0.060556
2024-04-03,AAPL,-0.056049
2024-04-04,AAPL,-0.060667
2024-04-05,AAPL,-0.056438
2024-04-08,AAPL,-0.062725
2024-04-09,AAPL,-0.055936
2024-04-10,AAPL,-0.066453
2024-04-11,AAPL,-0.026058
2024-04-12,AAPL,-0.017655
2024-04-15,AAPL,-0.039132
2024-04-16,AAPL,-0.05755
2024-04-17,AAPL,-0.065229
2024-04-18,AAPL,-0.070571
2024-04-19,AAPL,-0.081922
2024-04-22,AAPL,-0.077248
2024-04-23,AAPL,-0.071351
2024-04-24,AAPL,-0.059554
2024-04-25,AAPL,-0.054713
2024-04-26,AAPL,-0.057996
2024-04-29,AAPL,-0.034627
2024-04-30,AAPL,-0.052266
2024-05-01,AAPL,-0.057996
2024-05-02,AAPL,-0.037242
2024-05-03,AAPL,0.020346
2024-05-06,AAPL,0.011054
2024-05-07,AAPL,0.014893
2024-05-08,AAPL,0.016784
2024-05-09,AAPL,0.026967
2024-05-10,AAPL,0.019891
2024-05-13,AAPL,0.037887
2024-05-14,AAPL,0.044294
2024-05-15,AAPL,0.057053
2024-05-16,AAPL,0.057721
2024-05-17,AAPL,0.057888
2024-05-20,AAPL,0.064408
2024-05-21,AAPL,0.071706
2024-05-22,AAPL,0.063628
2024-05-23,AAPL,0.04123
2024-05-24,AAPL,0.058502
2024-05-28,AAPL,0.058558
2024-05-29,AAPL,0.060229
2024-05-30,AAPL,0.065801
2024-05-31,AAPL,0.07115
2024-06-03,AAPL,0.081068
2024-06-04,AAPL,0.082851
2024-06-05,AAPL,0.09132
2024-06-06,AAPL,0.083575
2024-06-07,AAPL,0.097002
2024-06-10,AAPL,0.075998
2024-06-11,AAPL,0.154168
2024-06-12,AAPL,0.187152
2024-06-13,AAPL,0.193671
2024-06-14,AAPL,0.183919
2024-06-17,AAPL,0.207208
2024-06-18,AAPL,0.193948
2024-06-20,AAPL,0.168263
2024-06-21,AAPL,0.15606
2024-06-24,AAPL,0.159682
2024-06-25,AAPL,0.164864
2024-06-26,AAPL,0.188153
2024-06-27,AAPL,0.192889
2024-06-28,AAPL,0.1735
2024-07-01,AAPL,0.207653
2024-07-02,AAPL,0.227266
2024-07-03,AAPL,0.234397
2024-07-05,AAPL,0.261085
2024-07-08,AAPL,0.269331
2024-07-09,AAPL,0.274123
2024-07-10,AAPL,0.29808
2024-07-11,AAPL,0.267937
2024-07-12,AAPL,0.284485
2024-07-15,AAPL,0.305991
2024-07-16,AAPL,0.30833
2024-07-17,AAPL,0.275235
2024-07-18,AAPL,0.249048
2024-07-19,AAPL,0.249772
2024-07-22,AAPL,0.247823
2024-07-23,AAPL,0.253673
2024-07-24,AAPL,0.217624
2024-07-25,AAPL,0.211774
2024-07-26,AAPL,0.214392
2024-07-29,AAPL,0.215953
2024-07-30,AAPL,0.219073
2024-07-31,AAPL,0.237348
2024-08-01,AAPL,0.216621
2024-08-02,AAPL,0.22498
2024-08-05,AAPL,0.165976
2024-08-06,AAPL,0.15461
2024-08-07,AAPL,0.16904
2024-08-08,AAPL,0.188485
2024-08-09,AAPL,0.20481
2024-08-12,AAPL,0.2134
2024-08-13,AAPL,0.234262
2024-08-14,AAPL,0.236773
2024-08-15,AAPL,0.253506
2024-08-16,AAPL,0.260925
2024-08-19,AAPL,0.260032
2024-08-20,AAPL,0.263491
2024-08-21,AAPL,0.262877
2024-08-22,AAPL,0.252445
2024-08-23,AAPL,0.26533
2024-08-26,AAPL,0.267227
2024-08-27,AAPL,0.271969
2024-08-28,AAPL,0.263378
2024-08-29,AAPL,0.281786
2024-08-30,AAPL,0.277379
2024-09-03,AAPL,0.242628
2024-09-04,AAPL,0.231918
2024-09-05,AAPL,0.240452
2024-09-06,AAPL,0.23175
2024-09-09,AAPL,0.232253
2024-09-10,AAPL,0.227791
2024-09-11,AAPL,0.242015
2024-09-12,AAPL,0.242629
2024-09-13,AAPL,0.241123
2024-09-16,AAPL,0.20665
2024-09-17,AAPL,0.209272
2024-09-18,AAPL,0.231027
2024-09-19,AAPL,0.276655
2024-09-20,AAPL,0.272917
2024-09-23,AAPL,0.263267
2024-09-24,AAPL,0.268287
2024-09-25,AAPL,0.262709
2024-09-26,AAPL,0.269124
2024-09-27,AAPL,0.27063
2024-09-30,AAPL,0.299692
2024-10-01,AAPL,0.261817
2024-10-02,AAPL,0.264997
2024-10-03,AAPL,0.258806
2024-10-04,AAPL,0.265108
2024-10-07,AAPL,0.236604
2024-10-08,AAPL,0.259363
2024-10-09,AAPL,0.280392
2024-10-10,AAPL,0.277603
2024-10-11,AAPL,0.269291
2024-10-14,AAPL,0.290209
2024-10-15,AAPL,0.304433
2024-10-16,AAPL,0.292886
2024-10-17,AAPL,0.29495
2024-10-18,AAPL,0.310848
2024-10-21,AAPL,0.319104
2024-10-22,AAPL,0.315645
2024-10-23,AAPL,0.287197
2024-10-24,AAPL,0.286137
2024-10-25,AAPL,0.290823
2024-10-28,AAPL,0.301923
2024-10-29,AAPL,0.303429
2024-10-30,AAPL,0.283515
2024-10-31,AAPL,0.260144
2024-11-01,AAPL,0.243409
2024-11-04,AAPL,0.238388
2024-11-05,AAPL,0.24642
2024-11-06,AAPL,0.242348
2024-11-07,AAPL,0.2689
2024-11-08,AAPL,0.267391
2024-11-11,AAPL,0.252145
2024-11-12,AAPL,0.252145
2024-11-13,AAPL,0.257115
2024-11-14,AAPL,0.274427
2024-11-15,AAPL,0.256446
2024-11-18,AAPL,0.27331
2024-11-19,AAPL,0.274762
2024-11-20,AAPL,0.278782
2024-11-21,AAPL,0.276102
2024-11-22,AAPL,0.283641
2024-11-25,AAPL,0.300394
2024-11-26,AAPL,0.312623
2024-11-27,AAPL,0.311897
2024-11-29,AAPL,0.325299
2024-12-02,AAPL,0.33792
2024-12-03,AAPL,0.355008
2024-12-04,AAPL,0.357018
2024-12-05,AAPL,0.357184
2024-12-06,AAPL,0.356068
2024-12-09,AAPL,0.377902
2024-12-10,AAPL,0.383598
2024-12-11,AAPL,0.37645
2024-12-12,AAPL,0.384659
2024-12-13,AAPL,0.385608
2024-12-16,AAPL,0.401858
2024-12-17,AAPL,0.415483
2024-12-18,AAPL,0.38516
2024-12-19,AAPL,0.394877
2024-12-20,AAPL,0.421123
2024-12-23,AAPL,0.425479
2024-12-24,AAPL,0.441841
2024-12-26,AAPL,0.44642
2024-12-27,AAPL,0.427266
2024-12-30,AAPL,0.408337
2024-12-31,AAPL,0.398397
2025-01-02,AAPL,0.361708
2025-01-03,AAPL,0.358971
2025-01-06,AAPL,0.368129
2025-01-07,AAPL,0.352549
2025-01-08,AAPL,0.355285
2025-01-10,AAPL,0.322617
2025-01-13,AAPL,0.308936
2025-01-14,AAPL,0.302682
2025-01-15,AAPL,0.328314
2025-01-16,AAPL,0.27465
2025-01-17,AAPL,0.284254
2025-01-21,AAPL,0.243266
2025-01-22,AAPL,0.249911
2025-01-23,AAPL,0.248963
2025-01-24,AAPL,0.244048
2025-01-27,AAPL,0.283585
2025-01-28,AAPL,0.330492
2025-01-29,AAPL,0.336635
2025-01-30,AAPL,0.326751
2025-01-31,AAPL,0.317872
2025-02-03,AAPL,0.273254
2025-02-04,AAPL,0.300003
2025-02-05,AAPL,0.298161
2025-02-06,AAPL,0.302349
2025-02-07,AAPL,0.271133
2025-02-10,AAPL,0.272642
2025-02-11,AAPL,0.300426
2025-02-12,AAPL,0.324185
2025-02-13,AAPL,0.350235
2025-02-14,AAPL,0.367398
2025-02-18,AAPL,0.366671
2025-02-19,AAPL,0.368907
2025-02-20,AAPL,0.374273
2025-02-21,AAPL,0.372707
2025-02-24,AAPL,0.381372
2025-02-25,AAPL,0.381036
2025-02-26,AAPL,0.343693
2025-02-27,AAPL,0.326587
2025-02-28,AAPL,0.351967
2025-03-03,AAPL,0.330668
2025-03-04,AAPL,0.318929
2025-03-05,AAPL,0.317867
2025-03-06,AAPL,0.315575
2025-03-07,AAPL,0.336484
2025-03-10,AAPL,0.271691
2025-03-11,AAPL,0.234572
2025-03-12,AAPL,0.212992
2025-03-13,AAPL,0.172183
2025-03-14,AAPL,0.193482
2025-03-17,AAPL,0.196333
2025-03-18,AAPL,0.18901
2025-03-19,AAPL,0.203266
2025-03-20,AAPL,0.196892
2025-03-21,AAPL,0.220204
2025-03-24,AAPL,0.233957
2025-03-25,AAPL,0.250839
2025-03-26,AAPL,0.238429
2025-03-27,AAPL,0.251398
2025-03-28,AAPL,0.218136
2025-03-31,AAPL,0.241783
2025-04-01,AAPL,0.247709
2025-04-02,AAPL,0.251622
2025-04-03,AAPL,0.135902
2025-04-04,AAPL,0.05311
2025-04-07,AAPL,0.014425
2025-04-08,AAPL,-0.036112
2025-04-09,AAPL,0.11164
2025-04-10,AAPL,0.064514
2025-04-11,AAPL,0.107726
2025-04-14,AAPL,0.132156
2025-04-15,AAPL,0.130031
2025-04-16,AAPL,0.086036
2025-04-17,AAPL,0.101185
2025-04-21,AAPL,0.07983
2025-04-22,AAPL,0.116614
2025-04-23,AAPL,0.143783
2025-04-24,AAPL,0.164859
2025-04-25,AAPL,0.169946
2025-04-28,AAPL,0.174753
2025-04-29,AAPL,0.180735
2025-04-30,AAPL,0.187947
2025-05-01,AAPL,0.192531
2025-05-02,AAPL,0.147976
2025-05-05,AAPL,0.111862
2025-05-06,AAPL,0.109738
2025-05-07,AAPL,0.097103
2025-05-08,AAPL,0.104035
2025-05-09,AAPL,0.109849
2025-05-12,AAPL,0.179931
2025-05-13,AAPL,0.19191
2025-05-14,AAPL,0.188551
2025-05-15,AAPL,0.183626
2025-05-16,AAPL,0.182563
2025-05-19,AAPL,0.168681
2025-05-20,AAPL,0.157934
2025-05-21,AAPL,0.131233
2025-05-22,AAPL,0.127147
2025-05-23,AAPL,0.093057
2025-05-27,AAPL,0.12071
2025-05-28,AAPL,0.121885
2025-05-29,AAPL,0.119254
2025-05-30,AAPL,0.124292
2025-06-02,AAPL,0.12905
2025-06-03,AAPL,0.137839
2025-06-04,AAPL,0.13532
2025-06-05,AAPL,0.12306
2025-06-06,AAPL,0.141476
2025-06-09,AAPL,0.12765
2025-06-10,AAPL,0.134479
2025-06-11,AAPL,0.112703
2025-06-12,AAPL,0.115055
2025-06-13,AAPL,0.099661
2025-06-16,AAPL,0.110689
2025-06-17,AAPL,0.095128
2025-06-18,AAPL,0.100389
2025-06-20,AAPL,0.125131
2025-06-23,AAPL,0.12793
2025-06-24,AAPL,0.121213
2025-06-25,AAPL,0.128266
2025-06-26,AAPL,0.125132
2025-06-27,AAPL,0.12558
2025-06-30,AAPL,0.148474
2025-07-01,AAPL,0.163308
2025-07-02,AAPL,0.189169
2025-07-03,AAPL,0.195382
2025-07-07,AAPL,0.175231
2025-07-08,AAPL,0.175567
2025-07-09,AAPL,0.181893
2025-07-10,AAPL,0.189002
2025-07-11,AAPL,0.182004
2025-07-14,AAPL,0.167786
2025-07-15,AAPL,0.170529
2025-07-16,AAPL,0.176406
2025-07-17,AAPL,0.175623
2025-07-18,AAPL,0.182116
2025-07-21,AAPL,0.189393
2025-07-22,AAPL,0.20014
2025-07-23,AAPL,0.198741
2025-07-24,AAPL,0.196558
2025-07-25,AAPL,0.197229
2025-07-28,AAPL,0.198181
2025-07-29,AAPL,0.182619
2025-07-30,AAPL,0.170192
2025-07-31,AAPL,0.161907
2025-08-01,AAPL,0.132855
2025-08-04,AAPL,0.138285
2025-08-05,AAPL,0.135877
2025-08-06,AAPL,0.1937
2025-08-07,AAPL,0.231653
2025-08-08,AAPL,0.283823
2025-08-11,AAPL,0.27312
2025-08-12,AAPL,0.286961
2025-08-13,AAPL,0.307583
2025-08-14,AAPL,0.304501
2025-08-15,AAPL,0.297833
2025-08-18,AAPL,0.293911
2025-08-19,AAPL,0.292062
2025-08-20,AAPL,0.266563
2025-08-21,AAPL,0.260343
2025-08-22,AAPL,0.276369
2025-08-25,AAPL,0.273006
2025-08-26,AAPL,0.285055
2025-08-27,AAPL,0.291668
